city,neighbourhood,month,median_price,currency
Nairobi,Westlands,2024-08,66900.0,KES
Nairobi,Westlands,2024-09,69100.0,KES
Nairobi,Westlands,2024-10,68600.0,KES
Nairobi,Westlands,2024-11,66500.0,KES
Nairobi,Westlands,2024-12,67100.0,KES
Nairobi,Westlands,2025-01,70400.0,KES
Nairobi,Westlands,2025-02,70900.0,KES
Nairobi,Westlands,2025-03,69000.0,KES
Nairobi,Westlands,2025-04,66700.0,KES
Nairobi,Westlands,2025-05,66700.0,KES
Nairobi,Westlands,2025-06,66700.0,KES
Nairobi,Westlands,2025-07,67400.0,KES
Nairobi,Westlands,2025-08,70000.0,KES
Nairobi,Westlands,2025-09,73000.0,KES
Nairobi,Westlands,2025-10,71800.0,KES
Nairobi,Westlands,2025-11,70100.0,KES
Nairobi,Westlands,2025-12,67100.0,KES
Nairobi,Kilimani,2024-01,36900.0,KES
Nairobi,Kilimani,2024-02,36400.0,KES
Nairobi,Kilimani,2024-03,35500.0,KES
Nairobi,Kilimani,2024-04,35000.0,KES
Nairobi,Kilimani,2024-05,35100.0,KES
Nairobi,Kilimani,2024-06,35800.0,KES
Nairobi,Kilimani,2024-07,35900.0,KES
Nairobi,Kilimani,2024-08,36500.0,KES
Nairobi,Kilimani,2024-09,36900.0,KES
Nairobi,Kilimani,2024-10,37200.0,KES
Nairobi,Kilimani,2024-11,36900.0,KES
Nairobi,Kilimani,2024-12,37000.0,KES
Nairobi,Kilimani,2025-01,37700.0,KES
Nairobi,Kilimani,2025-02,37800.0,KES
Nairobi,Kilimani,2025-03,37500.0,KES
Nairobi,Kilimani,2025-04,36700.0,KES
Nairobi,Kilimani,2025-05,36800.0,KES
Nairobi,Kilimani,2025-06,36600.0,KES
Nairobi,Kilimani,2025-07,36600.0,KES
Nairobi,Kilimani,2025-08,37500.0,KES
Nairobi,Kilimani,2025-09,38500.0,KES
Nairobi,Kilimani,2025-10,38900.0,KES
Nairobi,Kilimani,2025-11,38200.0,KES
Nairobi,Kilimani,2025-12,37500.0,KES
Nairobi,Lavington,2024-01,36900.0,KES
Nairobi,Lavington,2024-02,36400.0,KES
Nairobi,Lavington,2024-03,36000.0,KES
Nairobi,Lavington,2024-04,35900.0,KES
Nairobi,Lavington,2024-05,36200.0,KES
Nairobi,Lavington,2024-06,36300.0,KES
Nairobi,Lavington,2024-07,36100.0,KES
Nairobi,Lavington,2024-08,36700.0,KES
Nairobi,Lavington,2024-09,37600.0,KES
Nairobi,Lavington,2024-10,37800.0,KES
Nairobi,Lavington,2024-11,38000.0,KES
Nairobi,Lavington,2024-12,38200.0,KES
Nairobi,Lavington,2025-01,39200.0,KES
Nairobi,Lavington,2025-02,38900.0,KES
Nairobi,Lavington,2025-03,38200.0,KES
Nairobi,Lavington,2025-04,37800.0,KES
Nairobi,Lavington,2025-05,38100.0,KES
Nairobi,Lavington,2025-06,38700.0,KES
Nairobi,Lavington,2025-07,38500.0,KES
Nairobi,Lavington,2025-08,39600.0,KES
Nairobi,Lavington,2025-09,40200.0,KES
Nairobi,Lavington,2025-10,40600.0,KES
Nairobi,Lavington,2025-11,40200.0,KES
Nairobi,Lavington,2025-12,40100.0,KES
Nairobi,Ngong Road,2024-01,37800.0,KES
Nairobi,Ngong Road,2024-02,37000.0,KES
Nairobi,Ngong Road,2024-03,36100.0,KES
Nairobi,Ngong Road,2024-04,35000.0,KES
Nairobi,Ngong Road,2024-05,35100.0,KES
Nairobi,Ngong Road,2024-06,35200.0,KES
Nairobi,Ngong Road,2024-07,35600.0,KES
Nairobi,Ngong Road,2024-08,36700.0,KES
Nairobi,Ngong Road,2024-09,38400.0,KES
Nairobi,Ngong Road,2024-10,38300.0,KES
Nairobi,Ngong Road,2024-11,37400.0,KES
Nairobi,Ngong Road,2024-12,37400.0,KES
Nairobi,Ngong Road,2025-01,38600.0,KES
Nairobi,Ngong Road,2025-02,38800.0,KES
Nairobi,Ngong Road,2025-03,37900.0,KES
Nairobi,Ngong Road,2025-04,36800.0,KES
Nairobi,Ngong Road,2025-05,37000.0,KES
Nairobi,Ngong Road,2025-06,36900.0,KES
Nairobi,Ngong Road,2025-07,37500.0,KES
Nairobi,Ngong Road,2025-08,38500.0,KES
Nairobi,Ngong Road,2025-09,39400.0,KES
Nairobi,Ngong Road,2025-10,39500.0,KES
Nairobi,Ngong Road,2025-11,38800.0,KES
Nairobi,Ngong Road,2025-12,38100.0,KES
Nairobi,Kasarani,2024-01,21000.0,KES
Nairobi,Kasarani,2024-02,20500.0,KES
Nairobi,Kasarani,2024-03,20100.0,KES
Nairobi,Kasarani,2024-04,19800.0,KES
Nairobi,Kasarani,2024-05,20000.0,KES
Nairobi,Kasarani,2024-06,20100.0,KES
Nairobi,Kasarani,2024-07,20100.0,KES
Nairobi,Kasarani,2024-08,20700.0,KES
Nairobi,Kasarani,2024-09,21700.0,KES
Nairobi,Kasarani,2024-10,21900.0,KES
Nairobi,Kasarani,2024-11,21500.0,KES
Nairobi,Kasarani,2024-12,21700.0,KES
Nairobi,Kasarani,2025-01,22400.0,KES
Nairobi,Kasarani,2025-02,22700.0,KES
Nairobi,Kasarani,2025-03,22300.0,KES
Nairobi,Kasarani,2025-04,21800.0,KES
Nairobi,Kasarani,2025-05,21800.0,KES
Nairobi,Kasarani,2025-06,21600.0,KES
Nairobi,Kasarani,2025-07,21700.0,KES
Nairobi,Kasarani,2025-08,22600.0,KES
Nairobi,Kasarani,2025-09,23600.0,KES
Nairobi,Kasarani,2025-10,23900.0,KES
Nairobi,Kasarani,2025-11,23500.0,KES
Nairobi,Kasarani,2025-12,22900.0,KES
Nairobi,Eastleigh,2024-01,21200.0,KES
Nairobi,Eastleigh,2024-02,20700.0,KES
Nairobi,Eastleigh,2024-03,20300.0,KES
Nairobi,Eastleigh,2024-04,19500.0,KES
Nairobi,Eastleigh,2024-05,19700.0,KES
Nairobi,Eastleigh,2024-06,19900.0,KES
Nairobi,Eastleigh,2024-07,20200.0,KES
Nairobi,Eastleigh,2024-08,20800.0,KES
Nairobi,Eastleigh,2024-09,21500.0,KES
Nairobi,Eastleigh,2024-10,21500.0,KES
Nairobi,Eastleigh,2024-11,20900.0,KES
Nairobi,Eastleigh,2024-12,21000.0,KES
Nairobi,Eastleigh,2025-01,21900.0,KES
Nairobi,Eastleigh,2025-02,22200.0,KES
Nairobi,Eastleigh,2025-03,21700.0,KES
Nairobi,Eastleigh,2025-04,21300.0,KES
Nairobi,Eastleigh,2025-05,21400.0,KES
Nairobi,Eastleigh,2025-06,21600.0,KES
Nairobi,Eastleigh,2025-07,21800.0,KES
Nairobi,Eastleigh,2025-08,22400.0,KES
Nairobi,Eastleigh,2025-09,23100.0,KES
Nairobi,Eastleigh,2025-10,23300.0,KES
Nairobi,Eastleigh,2025-11,23000.0,KES
Nairobi,Eastleigh,2025-12,22700.0,KES
Nairobi,Mukuru,2024-01,20600.0,KES
Nairobi,Mukuru,2024-02,20300.0,KES
Nairobi,Mukuru,2024-03,20100.0,KES
Nairobi,Mukuru,2024-04,19800.0,KES
Nairobi,Mukuru,2024-05,20300.0,KES
Nairobi,Mukuru,2024-06,20400.0,KES
Nairobi,Mukuru,2024-07,20600.0,KES
Nairobi,Mukuru,2024-08,21000.0,KES
Nairobi,Mukuru,2024-09,21700.0,KES
Nairobi,Mukuru,2024-10,21700.0,KES
Nairobi,Mukuru,2024-11,21200.0,KES
Nairobi,Mukuru,2024-12,21200.0,KES
Nairobi,Mukuru,2025-01,22000.0,KES
Nairobi,Mukuru,2025-02,22000.0,KES
Nairobi,Mukuru,2025-03,21600.0,KES
Nairobi,Mukuru,2025-04,21400.0,KES
Nairobi,Mukuru,2025-05,21400.0,KES
Nairobi,Mukuru,2025-06,21600.0,KES
Nairobi,Mukuru,2025-07,21300.0,KES
Nairobi,Mukuru,2025-08,22200.0,KES
Nairobi,Mukuru,2025-09,23100.0,KES
Nairobi,Mukuru,2025-10,23400.0,KES
Nairobi,Mukuru,2025-11,22800.0,KES
Nairobi,Mukuru,2025-12,22100.0,KES
Nairobi,Githurai,2024-01,20400.0,KES
Nairobi,Githurai,2024-02,20100.0,KES
Nairobi,Githurai,2024-03,19900.0,KES
Nairobi,Githurai,2024-04,19800.0,KES
Nairobi,Githurai,2024-05,20000.0,KES
Nairobi,Githurai,2024-06,20000.0,KES
Nairobi,Githurai,2024-07,19900.0,KES
Nairobi,Githurai,2024-08,20400.0,KES
Nairobi,Githurai,2024-09,21200.0,KES
Nairobi,Githurai,2024-10,21200.0,KES
Nairobi,Githurai,2024-11,21000.0,KES
Nairobi,Githurai,2024-12,21100.0,KES
Nairobi,Githurai,2025-01,21900.0,KES
Nairobi,Githurai,2025-02,21900.0,KES
Nairobi,Githurai,2025-03,21500.0,KES
Nairobi,Githurai,2025-04,21100.0,KES
Nairobi,Githurai,2025-05,21300.0,KES
Nairobi,Githurai,2025-06,21700.0,KES
Nairobi,Githurai,2025-07,21900.0,KES
Nairobi,Githurai,2025-08,22500.0,KES
Nairobi,Githurai,2025-09,23000.0,KES
Nairobi,Githurai,2025-10,23300.0,KES
Nairobi,Githurai,2025-11,23300.0,KES
Nairobi,Githurai,2025-12,23000.0,KES
Mombasa,Nyali,2024-01,42400.0,KES
Mombasa,Nyali,2024-02,41700.0,KES
Mombasa,Nyali,2024-03,40900.0,KES
Mombasa,Nyali,2024-04,40300.0,KES
Mombasa,Nyali,2024-05,40400.0,KES
Mombasa,Nyali,2024-06,39800.0,KES
Mombasa,Nyali,2024-07,40000.0,KES
Mombasa,Nyali,2024-08,41000.0,KES
Mombasa,Nyali,2024-09,42400.0,KES
Mombasa,Nyali,2024-10,43200.0,KES
Mombasa,Nyali,2024-11,42300.0,KES
Mombasa,Nyali,2024-12,42700.0,KES
Mombasa,Nyali,2025-01,43500.0,KES
Mombasa,Nyali,2025-02,44300.0,KES
Mombasa,Nyali,2025-03,43400.0,KES
Mombasa,Nyali,2025-04,43000.0,KES
Mombasa,Nyali,2025-05,42900.0,KES
Mombasa,Nyali,2025-06,43200.0,KES
Mombasa,Nyali,2025-07,43300.0,KES
Mombasa,Nyali,2025-08,44500.0,KES
Mombasa,Nyali,2025-09,45700.0,KES
Mombasa,Nyali,2025-10,45800.0,KES
Mombasa,Nyali,2025-11,45000.0,KES
Mombasa,Nyali,2025-12,44300.0,KES
Mombasa,Shanzu,2024-01,43000.0,KES
Mombasa,Shanzu,2024-02,42500.0,KES
Mombasa,Shanzu,2024-03,41000.0,KES
Mombasa,Shanzu,2024-04,40500.0,KES
Mombasa,Shanzu,2024-05,40500.0,KES
Mombasa,Shanzu,2024-06,41300.0,KES
Mombasa,Shanzu,2024-07,41500.0,KES
Mombasa,Shanzu,2024-08,42800.0,KES
Mombasa,Shanzu,2024-09,44000.0,KES
Mombasa,Shanzu,2024-10,44400.0,KES
Mombasa,Shanzu,2024-11,43800.0,KES
Mombasa,Shanzu,2024-12,44400.0,KES
Mombasa,Shanzu,2025-01,45800.0,KES
Mombasa,Shanzu,2025-02,46200.0,KES
Mombasa,Shanzu,2025-03,45300.0,KES
Mombasa,Shanzu,2025-04,44900.0,KES
Mombasa,Shanzu,2025-05,45200.0,KES
Mombasa,Shanzu,2025-06,45300.0,KES
Mombasa,Shanzu,2025-07,45300.0,KES
Mombasa,Shanzu,2025-08,46900.0,KES
Mombasa,Shanzu,2025-09,48800.0,KES
Mombasa,Shanzu,2025-10,49300.0,KES
Mombasa,Shanzu,2025-11,48300.0,KES
Mombasa,Shanzu,2025-12,47100.0,KES
Mombasa,Bamburi,2024-01,24100.0,KES
Mombasa,Bamburi,2024-02,23400.0,KES
Mombasa,Bamburi,2024-03,22900.0,KES
Mombasa,Bamburi,2024-04,22500.0,KES
Mombasa,Bamburi,2024-05,22700.0,KES
Mombasa,Bamburi,2024-06,22900.0,KES
Mombasa,Bamburi,2024-07,22900.0,KES
Mombasa,Bamburi,2024-08,23700.0,KES
Mombasa,Bamburi,2024-09,24300.0,KES
Mombasa,Bamburi,2024-10,24400.0,KES
Mombasa,Bamburi,2024-11,23800.0,KES
Mombasa,Bamburi,2024-12,23900.0,KES
Mombasa,Bamburi,2025-01,24800.0,KES
Mombasa,Bamburi,2025-02,24800.0,KES
Mombasa,Bamburi,2025-03,24500.0,KES
Mombasa,Bamburi,2025-04,23700.0,KES
Mombasa,Bamburi,2025-05,23800.0,KES
Mombasa,Bamburi,2025-06,23800.0,KES
Mombasa,Bamburi,2025-07,24100.0,KES
Mombasa,Bamburi,2025-08,25200.0,KES
Mombasa,Bamburi,2025-09,25900.0,KES
Mombasa,Bamburi,2025-10,26000.0,KES
Mombasa,Bamburi,2025-11,25200.0,KES
Mombasa,Bamburi,2025-12,24400.0,KES
Mombasa,Mtwapa,2024-01,23900.0,KES
Mombasa,Mtwapa,2024-02,23200.0,KES
Mombasa,Mtwapa,2024-03,22600.0,KES
Mombasa,Mtwapa,2024-04,22100.0,KES
Mombasa,Mtwapa,2024-05,22200.0,KES
Mombasa,Mtwapa,2024-06,22300.0,KES
Mombasa,Mtwapa,2024-07,22300.0,KES
Mombasa,Mtwapa,2024-08,23100.0,KES
Mombasa,Mtwapa,2024-09,23700.0,KES
Mombasa,Mtwapa,2024-10,23700.0,KES
Mombasa,Mtwapa,2024-11,23200.0,KES
Mombasa,Mtwapa,2024-12,23200.0,KES
Mombasa,Mtwapa,2025-01,23700.0,KES
Mombasa,Mtwapa,2025-02,23700.0,KES
Mombasa,Mtwapa,2025-03,23300.0,KES
Mombasa,Mtwapa,2025-04,23000.0,KES
Mombasa,Mtwapa,2025-05,23400.0,KES
Mombasa,Mtwapa,2025-06,23600.0,KES
Mombasa,Mtwapa,2025-07,23600.0,KES
Mombasa,Mtwapa,2025-08,24100.0,KES
Mombasa,Mtwapa,2025-09,24600.0,KES
Mombasa,Mtwapa,2025-10,24700.0,KES
Mombasa,Mtwapa,2025-11,24100.0,KES
Mombasa,Mtwapa,2025-12,23600.0,KES
Mombasa,Likoni,2024-01,12700.0,KES
Mombasa,Likoni,2024-02,12600.0,KES
Mombasa,Likoni,2024-03,12500.0,KES
Mombasa,Likoni,2024-04,12300.0,KES
Mombasa,Likoni,2024-05,12400.0,KES
Mombasa,Likoni,2024-06,12400.0,KES
Mombasa,Likoni,2024-07,12400.0,KES
Mombasa,Likoni,2024-08,12600.0,KES
Mombasa,Likoni,2024-09,12900.0,KES
Mombasa,Likoni,2024-10,12900.0,KES
Mombasa,Likoni,2024-11,12700.0,KES
Mombasa,Likoni,2024-12,12700.0,KES
Mombasa,Likoni,2025-01,13000.0,KES
Mombasa,Likoni,2025-02,13200.0,KES
Mombasa,Likoni,2025-03,13100.0,KES
Mombasa,Likoni,2025-04,13000.0,KES
Mombasa,Likoni,2025-05,12900.0,KES
Mombasa,Likoni,2025-06,12900.0,KES
Mombasa,Likoni,2025-07,12900.0,KES
Mombasa,Likoni,2025-08,13300.0,KES
Mombasa,Likoni,2025-09,13500.0,KES
Mombasa,Likoni,2025-10,13500.0,KES
Mombasa,Likoni,2025-11,13100.0,KES
Mombasa,Likoni,2025-12,12900.0,KES
Mombasa,Kisauni,2024-01,12900.0,KES
Mombasa,Kisauni,2024-02,12700.0,KES
Mombasa,Kisauni,2024-03,12700.0,KES
Mombasa,Kisauni,2024-04,12500.0,KES
Mombasa,Kisauni,2024-05,12500.0,KES
Mombasa,Kisauni,2024-06,12400.0,KES
Mombasa,Kisauni,2024-07,12400.0,KES
Mombasa,Kisauni,2024-08,12700.0,KES
Mombasa,Kisauni,2024-09,13300.0,KES
Mombasa,Kisauni,2024-10,13400.0,KES
Mombasa,Kisauni,2024-11,13200.0,KES
Mombasa,Kisauni,2024-12,13000.0,KES
Mombasa,Kisauni,2025-01,13400.0,KES
Mombasa,Kisauni,2025-02,13500.0,KES
Mombasa,Kisauni,2025-03,13500.0,KES
Mombasa,Kisauni,2025-04,13100.0,KES
Mombasa,Kisauni,2025-05,13100.0,KES
Mombasa,Kisauni,2025-06,13100.0,KES
Mombasa,Kisauni,2025-07,13300.0,KES
Mombasa,Kisauni,2025-08,13700.0,KES
Mombasa,Kisauni,2025-09,14100.0,KES
Mombasa,Kisauni,2025-10,14100.0,KES
Mombasa,Kisauni,2025-11,13900.0,KES
Mombasa,Kisauni,2025-12,13500.0,KES
Kampala,Kololo,2024-01,2335400.0,UGX
Kampala,Kololo,2024-02,2271500.0,UGX
Kampala,Kololo,2024-03,2236500.0,UGX
Kampala,Kololo,2024-04,2212100.0,UGX
Kampala,Kololo,2024-05,2237600.0,UGX
Kampala,Kololo,2024-06,2258400.0,UGX
Kampala,Kololo,2024-07,2273400.0,UGX
Kampala,Kololo,2024-08,2375700.0,UGX
Kampala,Kololo,2024-09,2438500.0,UGX
Kampala,Kololo,2024-10,2479400.0,UGX
Kampala,Kololo,2024-11,2442100.0,UGX
Kampala,Kololo,2024-12,2457600.0,UGX
Kampala,Kololo,2025-01,2528000.0,UGX
Kampala,Kololo,2025-02,2533300.0,UGX
Kampala,Kololo,2025-03,2508400.0,UGX
Kampala,Kololo,2025-04,2438800.0,UGX
Kampala,Kololo,2025-05,2458400.0,UGX
Kampala,Kololo,2025-06,2473800.0,UGX
Kampala,Kololo,2025-07,2483000.0,UGX
Kampala,Kololo,2025-08,2545300.0,UGX
Kampala,Kololo,2025-09,2592000.0,UGX
Kampala,Kololo,2025-10,2629800.0,UGX
Kampala,Kololo,2025-11,2607400.0,UGX
Kampala,Kololo,2025-12,2579700.0,UGX
Kampala,Nakasero,2024-01,2364000.0,UGX
Kampala,Nakasero,2024-02,2285700.0,UGX
Kampala,Nakasero,2024-03,2213600.0,UGX
Kampala,Nakasero,2024-04,2181600.0,UGX
Kampala,Nakasero,2024-05,2211800.0,UGX
Kampala,Nakasero,2024-06,2202000.0,UGX
Kampala,Nakasero,2024-07,2209100.0,UGX
Kampala,Nakasero,2024-08,2273200.0,UGX
Kampala,Nakasero,2024-09,2384200.0,UGX
Kampala,Nakasero,2024-10,2402000.0,UGX
Kampala,Nakasero,2024-11,2352700.0,UGX
Kampala,Nakasero,2024-12,2351800.0,UGX
Kampala,Nakasero,2025-01,2416100.0,UGX
Kampala,Nakasero,2025-02,2439000.0,UGX
Kampala,Nakasero,2025-03,2401000.0,UGX
Kampala,Nakasero,2025-04,2346700.0,UGX
Kampala,Nakasero,2025-05,2366500.0,UGX
Kampala,Nakasero,2025-06,2362100.0,UGX
Kampala,Nakasero,2025-07,2377400.0,UGX
Kampala,Nakasero,2025-08,2455000.0,UGX
Kampala,Nakasero,2025-09,2533300.0,UGX
Kampala,Nakasero,2025-10,2549500.0,UGX
Kampala,Nakasero,2025-11,2478100.0,UGX
Kampala,Nakasero,2025-12,2415600.0,UGX
Kampala,Ntinda,2024-01,1300300.0,UGX
Kampala,Ntinda,2024-02,1270600.0,UGX
Kampala,Ntinda,2024-03,1246700.0,UGX
Kampala,Ntinda,2024-04,1221700.0,UGX
Kampala,Ntinda,2024-05,1233900.0,UGX
Kampala,Ntinda,2024-06,1238700.0,UGX
Kampala,Ntinda,2024-07,1238100.0,UGX
Kampala,Ntinda,2024-08,1273700.0,UGX
Kampala,Ntinda,2024-09,1304000.0,UGX
Kampala,Ntinda,2024-10,1304900.0,UGX
Kampala,Ntinda,2024-11,1287200.0,UGX
Kampala,Ntinda,2024-12,1321900.0,UGX
Kampala,Ntinda,2025-01,1373000.0,UGX
Kampala,Ntinda,2025-02,1375000.0,UGX
Kampala,Ntinda,2025-03,1336500.0,UGX
Kampala,Ntinda,2025-04,1329700.0,UGX
Kampala,Ntinda,2025-05,1340600.0,UGX
Kampala,Ntinda,2025-06,1344900.0,UGX
Kampala,Ntinda,2025-07,1325200.0,UGX
Kampala,Ntinda,2025-08,1351300.0,UGX
Kampala,Ntinda,2025-09,1398900.0,UGX
Kampala,Ntinda,2025-10,1407500.0,UGX
Kampala,Ntinda,2025-11,1379200.0,UGX
Kampala,Ntinda,2025-12,1336100.0,UGX
Kampala,Bukoto,2024-01,1264800.0,UGX
Kampala,Bukoto,2024-02,1256000.0,UGX
Kampala,Bukoto,2024-03,1242800.0,UGX
Kampala,Bukoto,2024-04,1226800.0,UGX
Kampala,Bukoto,2024-05,1229400.0,UGX
Kampala,Bukoto,2024-06,1228300.0,UGX
Kampala,Bukoto,2024-07,1226800.0,UGX
Kampala,Bukoto,2024-08,1258700.0,UGX
Kampala,Bukoto,2024-09,1292800.0,UGX
Kampala,Bukoto,2024-10,1295500.0,UGX
Kampala,Bukoto,2024-11,1260900.0,UGX
Kampala,Bukoto,2024-12,1255700.0,UGX
Kampala,Bukoto,2025-01,1284300.0,UGX
Kampala,Bukoto,2025-02,1295200.0,UGX
Kampala,Bukoto,2025-03,1289600.0,UGX
Kampala,Bukoto,2025-04,1266300.0,UGX
Kampala,Bukoto,2025-05,1268000.0,UGX
Kampala,Bukoto,2025-06,1255600.0,UGX
Kampala,Bukoto,2025-07,1265100.0,UGX
Kampala,Bukoto,2025-08,1289600.0,UGX
Kampala,Bukoto,2025-09,1320000.0,UGX
Kampala,Bukoto,2025-10,1327400.0,UGX
Kampala,Bukoto,2025-11,1301900.0,UGX
Kampala,Bukoto,2025-12,1279000.0,UGX
Kampala,Kireka,2024-01,721000.0,UGX
Kampala,Kireka,2024-02,701000.0,UGX
Kampala,Kireka,2024-03,686000.0,UGX
Kampala,Kireka,2024-04,672400.0,UGX
Kampala,Kireka,2024-05,674400.0,UGX
Kampala,Kireka,2024-06,675600.0,UGX
Kampala,Kireka,2024-07,679900.0,UGX
Kampala,Kireka,2024-08,703100.0,UGX
Kampala,Kireka,2024-09,731100.0,UGX
Kampala,Kireka,2024-10,729700.0,UGX
Kampala,Kireka,2024-11,718700.0,UGX
Kampala,Kireka,2024-12,717600.0,UGX
Kampala,Kireka,2025-01,739800.0,UGX
Kampala,Kireka,2025-02,735600.0,UGX
Kampala,Kireka,2025-03,719100.0,UGX
Kampala,Kireka,2025-04,707200.0,UGX
Kampala,Kireka,2025-05,713300.0,UGX
Kampala,Kireka,2025-06,719100.0,UGX
Kampala,Kireka,2025-07,715800.0,UGX
Kampala,Kireka,2025-08,746500.0,UGX
Kampala,Kireka,2025-09,767300.0,UGX
Kampala,Kireka,2025-10,774500.0,UGX
Kampala,Kireka,2025-11,754600.0,UGX
Kampala,Kireka,2025-12,735900.0,UGX
Kampala,Naalya,2024-01,701400.0,UGX
Kampala,Naalya,2024-02,692400.0,UGX
Kampala,Naalya,2024-03,675800.0,UGX
Kampala,Naalya,2024-04,670200.0,UGX
Kampala,Naalya,2024-05,675400.0,UGX
Kampala,Naalya,2024-06,674100.0,UGX
Kampala,Naalya,2024-07,672800.0,UGX
Kampala,Naalya,2024-08,686100.0,UGX
Kampala,Naalya,2024-09,709800.0,UGX
Kampala,Naalya,2024-10,717000.0,UGX
Kampala,Naalya,2024-11,703000.0,UGX
Kampala,Naalya,2024-12,707500.0,UGX
Kampala,Naalya,2025-01,722200.0,UGX
Kampala,Naalya,2025-02,731700.0,UGX
Kampala,Naalya,2025-03,722400.0,UGX
Kampala,Naalya,2025-04,714200.0,UGX
Kampala,Naalya,2025-05,711900.0,UGX
Kampala,Naalya,2025-06,712600.0,UGX
Kampala,Naalya,2025-07,713100.0,UGX
Kampala,Naalya,2025-08,733200.0,UGX
Kampala,Naalya,2025-09,750500.0,UGX
Kampala,Naalya,2025-10,756500.0,UGX
Kampala,Naalya,2025-11,752400.0,UGX
Kampala,Naalya,2025-12,746400.0,UGX
Lagos,Lekki,2024-01,297800.0,NGN
Lagos,Lekki,2024-02,286700.0,NGN
Lagos,Lekki,2024-03,276400.0,NGN
Lagos,Lekki,2024-04,267300.0,NGN
Lagos,Lekki,2024-05,270800.0,NGN
Lagos,Lekki,2024-06,273500.0,NGN
Lagos,Lekki,2024-07,279800.0,NGN
Lagos,Lekki,2024-08,290900.0,NGN
Lagos,Lekki,2024-09,300700.0,NGN
Lagos,Lekki,2024-10,300800.0,NGN
Lagos,Lekki,2024-11,289800.0,NGN
Lagos,Lekki,2024-12,292000.0,NGN
Lagos,Lekki,2025-01,302400.0,NGN
Lagos,Lekki,2025-02,304700.0,NGN
Lagos,Lekki,2025-03,298500.0,NGN
Lagos,Lekki,2025-04,290100.0,NGN
Lagos,Lekki,2025-05,293000.0,NGN
Lagos,Lekki,2025-06,293700.0,NGN
Lagos,Lekki,2025-07,298000.0,NGN
Lagos,Lekki,2025-08,309600.0,NGN
Lagos,Lekki,2025-09,319900.0,NGN
Lagos,Lekki,2025-10,317200.0,NGN
Lagos,Lekki,2025-11,307700.0,NGN
Lagos,Lekki,2025-12,297700.0,NGN
Lagos,Victoria Island,2024-01,293300.0,NGN
Lagos,Victoria Island,2024-02,286900.0,NGN
Lagos,Victoria Island,2024-03,280600.0,NGN
Lagos,Victoria Island,2024-04,276000.0,NGN
Lagos,Victoria Island,2024-05,275800.0,NGN
Lagos,Victoria Island,2024-06,276100.0,NGN
Lagos,Victoria Island,2024-07,274500.0,NGN
Lagos,Victoria Island,2024-08,283800.0,NGN
Lagos,Victoria Island,2024-09,294100.0,NGN
Lagos,Victoria Island,2024-10,297700.0,NGN
Lagos,Victoria Island,2024-11,290200.0,NGN
